user,recipe,score,rank
user_60,296256,5,5
user_60,296621,5,6
user_60,80843,5,7
user_60,268707,5,8
user_60,300037,5,9
user_60,241469,5,10
user_61,205980,5,1
user_61,295802,5,2
user_61,300909,5,3
user_61,sticky-toffee-puddings,5,4
user_61,296256,5,5
user_61,296621,5,6
user_61,80843,5,7
user_61,268707,5,8
user_61,300037,5,9
user_61,241469,5,10
user_62,205980,5,1
user_62,295802,5,2
user_62,300909,5,3
user_62,sticky-toffee-puddings,5,4
user_62,296256,5,5
user_62,296621,5,6
user_62,80843,5,7
user_62,268707,5,8
user_62,300037,5,9
user_62,241469,5,10
user_63,96181,5,1
user_63,205980,5,2
user_63,295802,5,3
user_63,300909,5,4
user_63,296256,5,5
user_63,296621,5,6
user_63,80843,5,7
user_63,268707,5,8
user_63,300037,5,9
user_63,241469,5,10
user_64,205980,5,1
user_64,295802,5,2
user_64,300909,5,3
user_64,sticky-toffee-puddings,5,4
user_64,296256,5,5
user_64,296621,5,6
user_64,80843,5,7
user_64,268707,5,8
user_64,300037,5,9
user_64,241469,5,10
user_65,205980,5,1
user_65,295802,5,2
user_65,300909,5,3
user_65,sticky-toffee-puddings,5,4
user_65,296256,5,5
user_65,296621,5,6
user_65,80843,5,7
user_65,268707,5,8
user_65,300037,5,9
user_65,241469,5,10
user_66,205980,5,1
user_66,295802,5,2
user_66,300909,5,3
user_66,sticky-toffee-puddings,5,4
user_66,296256,5,5
user_66,296621,5,6
user_66,80843,5,7
user_66,268707,5,8
user_66,300037,5,9
user_66,241469,5,10
user_67,205980,5,1
user_67,295802,5,2
user_67,300909,5,3
user_67,sticky-toffee-puddings,5,4
user_67,296256,5,5
user_67,296621,5,6
user_67,80843,5,7
user_67,268707,5,8
user_67,300037,5,9
user_67,241469,5,10
user_68,205980,5,1
user_68,295802,5,2
user_68,300909,5,3
user_68,sticky-toffee-puddings,5,4
user_68,296256,5,5
user_68,296621,5,6
user_68,80843,5,7
user_68,268707,5,8
user_68,300037,5,9
user_68,241469,5,10
user_69,205980,5,1
user_69,295802,5,2
user_69,300909,5,3
user_69,sticky-toffee-puddings,5,4
user_69,296256,5,5
user_69,296621,5,6
user_69,80843,5,7
user_69,268707,5,8
user_69,300037,5,9
user_69,241469,5,10
user_70,205980,5,1
user_70,295802,5,2
user_70,300909,5,3
user_70,sticky-toffee-puddings,5,4
user_70,296256,5,5
user_70,296621,5,6
user_70,80843,5,7
user_70,268707,5,8
user_70,300037,5,9
user_70,241469,5,10
user_71,205980,5,1
user_71,295802,5,2
user_71,300909,5,3
user_71,sticky-toffee-puddings,5,4
user_71,296256,5,5
user_71,296621,5,6
user_71,80843,5,7
user_71,268707,5,8
user_71,300037,5,9
user_71,241469,5,10
user_72,205980,5,1
user_72,295802,5,2
user_72,300909,5,3
user_72,sticky-toffee-puddings,5,4
user_72,296256,5,5
user_72,296621,5,6
user_72,80843,5,7
user_72,268707,5,8
user_72,300037,5,9
user_72,241469,5,10
user_73,205980,5,1
user_73,295802,5,2
user_73,300909,5,3
user_73,sticky-toffee-puddings,5,4
user_73,296256,5,5
user_73,296621,5,6
user_73,80843,5,7
user_73,268707,5,8
user_73,300037,5,9
user_73,241469,5,10
user_74,205980,5,1
user_74,295802,5,2
user_74,300909,5,3
user_74,sticky-toffee-puddings,5,4
user_74,296256,5,5
user_74,296621,5,6
user_74,80843,5,7
user_74,268707,5,8
user_74,300037,5,9
user_74,241469,5,10
user_75,205980,5,1
user_75,295802,5,2
user_75,300909,5,3
user_75,sticky-toffee-puddings,5,4
user_75,296256,5,5
user_75,296621,5,6
user_75,80843,5,7
user_75,268707,5,8
user_75,300037,5,9
user_75,241469,5,10
user_76,205980,5,1
user_76,295802,5,2
user_76,300909,5,3
user_76,sticky-toffee-puddings,5,4
user_76,296256,5,5
user_76,296621,5,6
user_76,80843,5,7
user_76,268707,5,8
user_76,300037,5,9
user_76,241469,5,10
user_77,205980,5,1
user_77,295802,5,2
user_77,300909,5,3
user_77,sticky-toffee-puddings,5,4
user_77,296256,5,5
user_77,296621,5,6
user_77,80843,5,7
user_77,268707,5,8
user_77,300037,5,9
user_77,241469,5,10
user_78,205980,5,1
user_78,295802,5,2
user_78,300909,5,3
user_78,sticky-toffee-puddings,5,4
user_78,296256,5,5
user_78,296621,5,6
user_78,80843,5,7
user_78,268707,5,8
user_78,300037,5,9
user_78,241469,5,10
user_79,205980,5,1
user_79,295802,5,2
user_79,300909,5,3
user_79,sticky-toffee-puddings,5,4
user_79,296256,5,5
user_79,296621,5,6
user_79,80843,5,7
user_79,268707,5,8
user_79,300037,5,9
user_79,241469,5,10
user_80,205980,5,1
user_80,295802,5,2
user_80,300909,5,3
user_80,sticky-toffee-puddings,5,4
user_80,296256,5,5
user_80,296621,5,6
user_80,80843,5,7
user_80,268707,5,8
user_80,300037,5,9
user_80,241469,5,10
user_81,205980,5,1
user_81,295802,5,2
user_81,300909,5,3
user_81,sticky-toffee-puddings,5,4
user_81,296256,5,5
user_81,296621,5,6
user_81,80843,5,7
user_81,268707,5,8
user_81,300037,5,9
user_81,241469,5,10
user_82,205980,5,1
user_82,295802,5,2
user_82,300909,5,3
user_82,sticky-toffee-puddings,5,4
user_82,296256,5,5
user_82,296621,5,6
user_82,80843,5,7
user_82,268707,5,8
user_82,300037,5,9
user_82,241469,5,10
user_83,205980,5,1
user_83,295802,5,2
user_83,300909,5,3
user_83,sticky-toffee-puddings,5,4
user_83,296256,5,5
user_83,296621,5,6
user_83,80843,5,7
user_83,268707,5,8
user_83,300037,5,9
user_83,241469,5,10
user_84,205980,5,1
user_84,295802,5,2
user_84,300909,5,3
user_84,sticky-toffee-puddings,5,4
user_84,296256,5,5
user_84,296621,5,6
user_84,80843,5,7
user_84,268707,5,8
user_84,300037,5,9
user_84,241469,5,10
user_85,205980,5,1
user_85,295802,5,2
user_85,300909,5,3
user_85,sticky-toffee-puddings,5,4
user_85,296256,5,5
user_85,296621,5,6
user_85,80843,5,7
user_85,268707,5,8
user_85,300037,5,9
user_85,241469,5,10
user_86,205980,5,1
user_86,295802,5,2
user_86,300909,5,3
user_86,sticky-toffee-puddings,5,4
user_86,296256,5,5
user_86,296621,5,6
user_86,80843,5,7
user_86,268707,5,8
user_86,300037,5,9
user_86,241469,5,10
user_87,96181,5,1
user_87,205980,5,2
user_87,295802,5,3
user_87,sticky-toffee-puddings,5,4
user_87,296256,5,5
user_87,296621,5,6
user_87,80843,5,7
user_87,268707,5,8
user_87,300037,5,9
user_87,241469,5,10
user_88,205980,5,1
user_88,295802,5,2
user_88,300909,5,3
user_88,sticky-toffee-puddings,5,4
user_88,296256,5,5
user_88,296621,5,6
user_88,80843,5,7
user_88,268707,5,8
user_88,300037,5,9
user_88,241469,5,10
user_89,205980,5,1
user_89,295802,5,2
user_89,300909,5,3
user_89,sticky-toffee-puddings,5,4
user_89,296256,5,5
user_89,296621,5,6
user_89,80843,5,7
user_89,268707,5,8
user_89,300037,5,9
user_89,241469,5,10
user_90,205980,5,1
user_90,295802,5,2
user_90,300909,5,3
user_90,sticky-toffee-puddings,5,4
user_90,296256,5,5
user_90,296621,5,6
user_90,80843,5,7
user_90,268707,5,8
user_90,300037,5,9
user_90,241469,5,10
user_91,205980,5,1
user_91,295802,5,2
user_91,300909,5,3
user_91,sticky-toffee-puddings,5,4
user_91,296256,5,5
user_91,296621,5,6
user_91,80843,5,7
user_91,268707,5,8
user_91,300037,5,9
user_91,241469,5,10
user_92,205980,5,1
user_92,295802,5,2
user_92,300909,5,3
user_92,sticky-toffee-puddings,5,4
user_92,296256,5,5
user_92,296621,5,6
user_92,80843,5,7
user_92,268707,5,8
user_92,300037,5,9
user_92,241469,5,10
user_93,205980,5,1
user_93,295802,5,2
user_93,300909,5,3
user_93,sticky-toffee-puddings,5,4
user_93,296256,5,5
user_93,296621,5,6
user_93,80843,5,7
user_93,268707,5,8
user_93,300037,5,9
user_93,241469,5,10
user_94,205980,5,1
user_94,295802,5,2
user_94,300909,5,3
user_94,sticky-toffee-puddings,5,4
user_94,296256,5,5
user_94,296621,5,6
user_94,80843,5,7
user_94,268707,5,8
user_94,300037,5,9
user_94,241469,5,10
user_95,96181,5,1
user_95,205980,5,2
user_95,300909,5,3
user_95,sticky-toffee-puddings,5,4
user_95,296256,5,5
user_95,296621,5,6
user_95,80843,5,7
user_95,268707,5,8
user_95,300037,5,9
user_95,241469,5,10
user_96,205980,5,1
user_96,295802,5,2
user_96,300909,5,3
user_96,sticky-toffee-puddings,5,4
user_96,296256,5,5
user_96,296621,5,6
user_96,80843,5,7
user_96,268707,5,8
user_96,300037,5,9
user_96,241469,5,10
user_97,205980,5,1
user_97,295802,5,2
user_97,300909,5,3
user_97,sticky-toffee-puddings,5,4
user_97,296256,5,5
user_97,296621,5,6
user_97,80843,5,7
user_97,268707,5,8
user_97,300037,5,9
user_97,241469,5,10
user_98,205980,5,1
user_98,295802,5,2
user_98,300909,5,3
user_98,sticky-toffee-puddings,5,4
user_98,296256,5,5
user_98,296621,5,6
user_98,80843,5,7
user_98,268707,5,8
user_98,300037,5,9
user_98,241469,5,10
user_99,205980,5,1
user_99,295802,5,2
user_99,300909,5,3
user_99,sticky-toffee-puddings,5,4
user_99,296256,5,5
user_99,296621,5,6
user_99,80843,5,7
user_99,268707,5,8
user_99,300037,5,9
user_99,241469,5,10
user_100,205980,5,1
user_100,295802,5,2
user_100,300909,5,3
user_100,sticky-toffee-puddings,5,4
user_100,296256,5,5
user_100,296621,5,6
user_100,80843,5,7
user_100,268707,5,8
user_100,300037,5,9
user_100,241469,5,10
user_101,205980,5,1
user_101,295802,5,2
user_101,300909,5,3
user_101,sticky-toffee-puddings,5,4
user_101,296256,5,5
user_101,296621,5,6
user_101,80843,5,7
user_101,268707,5,8
user_101,300037,5,9
user_101,241469,5,10
user_102,205980,5,1
user_102,295802,5,2
user_102,300909,5,3
user_102,sticky-toffee-puddings,5,4
user_102,296256,5,5
user_102,296621,5,6
user_102,80843,5,7
user_102,268707,5,8
user_102,300037,5,9
user_102,241469,5,10
user_103,205980,5,1
user_103,295802,5,2
user_103,300909,5,3
user_103,sticky-toffee-puddings,5,4
user_103,296256,5,5
user_103,296621,5,6
user_103,80843,5,7
user_103,268707,5,8
user_103,300037,5,9
user_103,241469,5,10
user_104,205980,5,1
user_104,295802,5,2
user_104,300909,5,3
user_104,sticky-toffee-puddings,5,4
user_104,296256,5,5
user_104,296621,5,6
user_104,80843,5,7
user_104,268707,5,8
user_104,300037,5,9
user_104,241469,5,10
user_105,268508,5,1
user_105,295802,5,2
user_105,300909,5,3
user_105,sticky-toffee-puddings,5,4
user_105,296256,5,5
user_105,296621,5,6
user_105,80843,5,7
user_105,268707,5,8
user_105,300037,5,9
user_105,241469,5,10
user_106,205980,5,1
user_106,295802,5,2
user_106,300909,5,3
user_106,sticky-toffee-puddings,5,4
user_106,296256,5,5
user_106,296621,5,6
user_106,80843,5,7
user_106,268707,5,8
user_106,300037,5,9
user_106,241469,5,10
user_107,205980,5,1
user_107,295802,5,2
user_107,300909,5,3
user_107,sticky-toffee-puddings,5,4
user_107,296256,5,5
user_107,296621,5,6
user_107,80843,5,7
user_107,268707,5,8
user_107,300037,5,9
user_107,241469,5,10
user_108,205980,5,1
user_108,295802,5,2
user_108,300909,5,3
user_108,sticky-toffee-puddings,5,4
user_108,296256,5,5
user_108,296621,5,6
user_108,80843,5,7
user_108,268707,5,8
user_108,300037,5,9
user_108,241469,5,10
user_109,205980,5,1
user_109,295802,5,2
user_109,300909,5,3
user_109,sticky-toffee-puddings,5,4
user_109,296256,5,5
user_109,296621,5,6
user_109,80843,5,7
user_109,268707,5,8
user_109,300037,5,9
user_109,241469,5,10
user_110,205980,5,1
user_110,295802,5,2
user_110,300909,5,3
user_110,sticky-toffee-puddings,5,4
user_110,296256,5,5
user_110,296621,5,6
user_110,80843,5,7
user_110,268707,5,8
user_110,300037,5,9
user_110,241469,5,10
user_111,205980,5,1
user_111,295802,5,2
user_111,300909,5,3
user_111,sticky-toffee-puddings,5,4
user_111,296256,5,5
user_111,296621,5,6
user_111,80843,5,7
user_111,268707,5,8
user_111,300037,5,9
user_111,241469,5,10
user_112,205980,5,1
user_112,295802,5,2
user_112,300909,5,3
user_112,sticky-toffee-puddings,5,4
user_112,296256,5,5
user_112,296621,5,6
user_112,80843,5,7
user_112,268707,5,8
user_112,300037,5,9
user_112,241469,5,10
user_113,205980,5,1
user_113,295802,5,2
user_113,300909,5,3
user_113,sticky-toffee-puddings,5,4
user_113,296256,5,5
user_113,296621,5,6
user_113,80843,5,7
user_113,268707,5,8
user_113,300037,5,9
user_113,241469,5,10
user_114,205980,5,1
user_114,295802,5,2
user_114,300909,5,3
user_114,sticky-toffee-puddings,5,4
user_114,296256,5,5
user_114,296621,5,6
user_114,80843,5,7
user_114,268707,5,8
user_114,300037,5,9
user_114,241469,5,10
user_115,205980,5,1
user_115,295802,5,2
user_115,300909,5,3
user_115,sticky-toffee-puddings,5,4
user_115,296256,5,5
user_115,296621,5,6
user_115,80843,5,7
user_115,268707,5,8
user_115,300037,5,9
user_115,241469,5,10
user_116,205980,5,1
user_116,295802,5,2
user_116,300909,5,3
user_116,sticky-toffee-puddings,5,4
user_116,296256,5,5
user_116,296621,5,6
user_116,80843,5,7
user_116,268707,5,8
user_116,300037,5,9
user_116,241469,5,10
user_117,205980,5,1
user_117,295802,5,2
user_117,300909,5,3
user_117,sticky-toffee-puddings,5,4
user_117,296256,5,5
user_117,296621,5,6
user_117,80843,5,7
user_117,268707,5,8
user_117,300037,5,9
user_117,241469,5,10
user_118,205980,5,1
user_118,295802,5,2
user_118,300909,5,3
user_118,sticky-toffee-puddings,5,4
user_118,296256,5,5
