user,recipe,rating
user_41,201238,3
user_41,99847,3
user_41,131312,4
user_41,caesar-salad-with-eggs-bacon,4
user_42,40132,4
user_42,77922,3
user_42,269742,3
user_42,285486,4
user_42,210754,3
user_42,283247,4
user_42,78832,3
user_42,75490,3
user_43,69463,4
user_43,242832,3
user_43,256535,3
user_43,rustic-blackberry-galettes,3
user_43,161937,4
user_44,218707,4
user_44,bean-tuna-salad,4
user_44,242063,3
user_44,bagel-pizzas,3
user_44,202236,4
user_44,297124,4
user_44,277748,4
user_44,41295,3
user_45,49048,4
user_45,282127,3
user_45,59441,3
user_45,eggs-on-avocado-pancakes,3
user_45,206362,4
user_45,165427,4
user_45,21099,4
user_45,252753,3
user_46,109410,3
user_46,280748,3
user_46,300919,3
user_46,40777,4
user_46,144982,4
user_47,14184,3
user_47,bolognese-rigatoni-pie,4
user_47,55847,4
user_47,299068,4
user_47,193894,3
user_48,welsh-cheesecakes,4
user_48,248094,4
user_48,298345,3
user_48,spanish-omelette,4
user_48,spanish-cheesy-chorizo-mini-scones,4
user_49,turkish-delight,3
user_49,257536,3
user_49,72989,4
user_49,91485,4
user_49,297615,3
user_49,223547,3
user_49,ham-pea-tagliatelle,4
user_49,courgette-fries,4
user_50,300630,3
user_50,moroccan-style-steak-salad,3
user_50,285785,4
user_50,87164,3
user_50,60124,3
user_51,253704,3
user_51,180418,3
user_51,266270,4
user_51,170457,3
user_51,171896,3
user_52,60783,3
user_52,133363,4
user_52,family-friendly-pad-thai,4
user_52,74362,3
user_52,127132,4
user_52,215462,3
user_52,240312,4
user_52,183510,4
user_53,299631,3
user_53,savoury-drumsticks,3
user_53,54160,3
user_53,150154,3
user_53,227482,3
user_54,yorkshire-rhubarb-cheesecake,4
user_54,207593,4
user_54,299468,4
user_54,81250,3
user_54,14426,3
user_54,229047,3
user_54,231446,4
user_55,44585,3
user_55,295780,3
user_55,173688,4
user_55,122247,3
user_55,chocolate-bread-butter-pudding,3
user_55,126828,4
user_55,183461,3
user_56,275434,4
user_56,170168,4
user_56,155387,4
user_56,90359,3
user_56,272606,4
user_57,181922,4
user_57,238498,4
user_57,25748,4
user_57,182239,4
user_58,269432,4
user_58,17856,4
user_58,225623,4
user_58,bone-broth,3
user_58,33331,3
user_58,227315,4
user_58,273133,4
user_58,chicken-with-lemon-thyme,3
user_58,15551,4
user_59,216636,4
user_59,223205,4
user_59,295447,3
user_59,163283,4
user_59,pork-in-mustard-sauce,3
user_59,283354,3
user_59,290557,4
user_60,13851,4
user_60,163411,4
user_60,227885,3
user_60,261665,3
user_60,94781,4
user_60,146192,4
user_60,289737,3
user_60,250899,3
user_60,66575,3
user_61,275900,4
user_61,28068,3
user_61,savoury-drumsticks,4
user_62,209567,3
user_62,258809,3
user_62,99887,3
user_62,297980,4
user_63,238303,4
user_63,207425,4
user_63,97670,4
user_63,116783,3
user_64,75446,4
user_64,298226,4
user_64,270991,3
user_64,73910,3
user_64,202430,4
user_64,220618,3
user_64,172015,3
user_65,206293,4
user_65,187372,4
user_65,boxing-day-bubble-and-squeak,3
user_65,195841,4
user_65,234920,3
user_65,283496,4
user_65,257020,4
user_65,17513,3
user_65,201863,4
user_66,83122,4
user_66,227224,3
user_66,64295,4
user_66,298739,3
user_66,164909,4
user_66,255211,3
user_66,56635,4
user_67,210271,3
user_67,77421,3
user_67,258853,3
user_67,9902,3
user_67,45393,4
user_68,191837,4
user_68,164564,3
user_68,213598,3
user_68,240669,4
user_68,297193,3
user_69,244759,4
user_69,155195,3
user_69,197097,4
user_70,119951,3
user_70,16812,3
user_70,227341,4
user_70,zesty-lemon-cupcakes,3
user_70,78771,4
user_71,rich-fruity-sausage-rolls,3
user_71,95946,3
user_71,102136,4
user_71,89941,3
user_71,210207,3
user_71,296419,4
user_71,196750,4
user_72,tomato-chilli-chutney,4
user_72,167107,3
user_72,chocolate-pear-upside-down-pudding,3
user_72,147360,4
user_72,184466,3
user_72,74966,4
user_73,232547,4
user_73,297042,3
user_73,mushroom-spinach-risotto,3
user_73,273870,3
user_73,33016,3
user_73,291857,3
user_73,54174,4
user_74,150554,3
user_74,37988,4
user_74,82421,3
user_74,226614,4
user_74,23964,4
user_75,198660,4
user_75,291238,4
user_75,299453,3
user_75,234343,3
user_75,64233,4
user_75,182766,4
user_75,179365,4
user_75,32536,4
user_75,174155,4
user_76,142189,4
user_76,199085,3
user_76,140989,3
user_76,198179,4
user_76,yogurt-and-lemon-cake,4
user_76,289274,3
user_76,41087,3
user_76,132666,3
user_77,297206,4
user_77,195515,4
user_77,174799,3
user_77,26732,3
user_77,126509,3
user_77,264517,3
user_78,300554,4
user_78,29094,4
user_78,183623,3
user_78,16162,3
user_78,266269,3
user_78,267920,4
user_78,85455,3
user_79,188569,4
user_79,133268,4
user_79,masterclass-pinata-cake,3
user_79,183030,3
user_79,96504,3
user_79,263818,3
user_79,tandoori-chicken-kebabs-with-tomato-cucumber-salad,3
user_79,st-patricks-day-cupcakes,3
user_79,16953,3
user_80,141626,3
user_80,bean-burritos,4
user_80,chinese-style-duck-legs,4
user_80,238409,3
user_80,87957,3
user_80,84806,3
user_80,chocolate-orange-cake,3
user_80,143640,3
user_81,127960,3
user_81,79760,4
user_81,16506,3
user_81,fish-nuggets-with-chunky-chips,3
user_81,190915,3
user_81,turmeric-honey-margarita-cocktail,4
user_82,200471,4
user_82,177037,3
user_82,227717,4
user_82,162448,3
user_83,72588,4
user_83,mattar-paneer-curry-with-peas-and-cheese,3
user_83,183445,4
user_83,262242,4
user_83,20852,4
user_83,51860,4
user_84,269436,4
user_84,pasta-pesto-salad,4
user_84,17438,3
user_84,30325,3
user_84,253565,3
user_84,213970,3
user_84,146962,4
user_84,221288,3
user_85,166984,3
user_85,164604,4
user_85,129424,3
user_85,19117,4
user_85,182351,3
user_86,268572,4
user_86,300285,3
user_86,3892,4
user_86,191520,4
user_86,295400,4
user_86,217872,4
user_87,142439,4
user_87,194243,3
user_87,129939,4
user_87,275505,4
user_87,295879,4
user_87,180359,3
user_87,19637,3
user_88,298152,3
user_88,166351,3
user_88,potato-nests-with-roasted-carrots-courgettes-herb-oil,3
user_88,butterflied-lamb-with-juniper-marinade,3
user_89,193954,3
user_89,283644,3
user_89,253500,4
user_90,208074,4
user_90,296609,3
user_90,97028,3
user_91,250405,3
user_91,296822,3
user_91,13599,3
user_92,nectarine-tiramisu,4
user_92,261854,3
user_92,18269,3
user_92,249927,3
user_92,pork-chow-mein,3
user_92,pork-chops-with-mushroom-sauce,4
user_92,16569,3
user_92,26042,4
user_92,221327,3
user_93,125919,3
user_93,164847,4
user_93,20135,3
user_93,13287,4
user_93,164419,3
user_93,264942,4
user_93,27078,3
user_93,18377,3
user_94,97098,3
user_94,270095,3
user_94,92219,3
user_94,177292,4
user_94,247679,3
user_95,201929,4
user_95,cornflake-chicken-nuggets-with-spicy-potato-cubes,4
user_95,69463,3
user_95,158616,3
user_95,124589,3
user_95,284142,4
user_95,246256,3
user_95,32733,4
user_96,298576,3
user_96,299278,4
user_96,185724,3
user_96,17626,4
user_96,40828,3
user_96,14935,4
user_96,31892,4
user_96,220564,3
user_96,14843,3
user_97,127960,3
user_97,174910,3
user_97,140650,3
user_97,151515,3
user_97,blood-shots,4
user_97,282986,4
user_97,leftover-sausage-pasta,4
user_97,162444,3
user_98,14319,4
user_98,274699,3
user_98,87731,3
user_98,285788,4
user_99,81738,3
user_99,276082,4
user_99,160621,4
user_99,meatballs-in-tomato-sauce,4
user_99,pasta-with-spicy-pepper-sauce,3
user_99,22088,4
user_99,89470,3
user_99,209358,4
user_99,142123,3
user_100,70841,4
user_100,116780,3
user_100,264018,4
user_100,turkey-gammon-pie,3
user_100,109893,3
user_100,258849,4
user_101,287381,4
user_101,25632,4
user_101,298164,3
user_101,16162,4
user_101,carrot-orange-soup,4
user_101,276201,4
user_102,172072,4
user_102,180983,3
user_102,89620,4
user_102,172393,4
user_102,17655,4
user_102,32207,4
user_103,turkish-delight,3
user_103,131633,4
user_103,288248,3
user_103,instant-cheesecakes,3
user_103,188569,4
user_103,leek-cheese-bacon-muffins,4
user_103,asian-style-mince,3
user_103,260810,4
user_103,lentil-vegetable-soup-with-cheese-straws,4
user_104,16253,4
user_104,178231,3
user_104,194264,4
user_104,152328,4
user_104,128210,4
user_104,instant-cheesecakes,3
user_104,133943,3
user_104,172062,4
user_105,spicy-seared-tuna-squash,3
user_105,carrot-pineapple-hazelnut-slaw,4
user_105,44295,3
user_106,witches-broomsticks,4
user_106,203075,4
user_106,stuffed-baked-potatoes,4
user_106,pan-fried-chorizo-chestnuts-mushrooms,3
user_106,270141,4
user_106,134959,4
user_106,beef-egg-fried-rice,4
user_107,298805,4
user_107,asian-crab-sliders,3
user_107,74325,4
user_107,144918,4
user_107,19454,3
user_107,57634,4
user_108,39583,4
user_108,105314,3
user_108,288021,4
user_109,197782,4
user_109,257233,4
user_109,32727,3
user_109,270178,4
user_109,225587,3
user_109,56312,4
user_109,257204,3
user_109,300753,3
user_110,299389,4
user_110,205740,4
user_110,129047,3
user_110,197365,3
user_111,287493,3
user_111,170170,3
user_111,188723,4
user_111,293187,4
user_111,239614,4
user_111,263763,4
user_111,296879,3
user_112,98396,4
user_112,286334,3
user_112,260810,3
user_112,73763,4
user_112,jamie-olivers-smoky-chorizo-salmon,3
user_112,mango-prawn-stir-fry,3
user_112,120053,4
user_112,34050,4
user_113,77850,3
user_113,298179,4
user_113,163990,3
user_113,203769,3
user_113,162867,4
user_114,72889,3
user_114,134096,3
user_114,189303,3
user_114,plantain-chips-with-spicy-mayo-recipe,4
user_114,60362,3
user_114,297754,3
user_114,132789,3
user_115,80536,4
user_115,211826,4
user_115,174336,3
user_115,day-of-the-dead-muffin-skulls,3
user_115,21988,4
user_115,187896,3
user_115,173058,4
user_115,245978,3
user_115,135084,3
user_116,288871,4
user_116,courgette-corn-fritters-with-red-pepper-salsa,3
user_116,224499,3
user_116,178337,3
user_116,233223,4
user_116,17370,4
user_116,lime-mint-multi-layered-fruit-cubes,4
user_117,239885,3
user_117,211032,3
user_117,273133,3
user_117,21480,3
user_117,244646,4
user_117,266269,4
user_117,123231,3
user_118,91158,3
user_118,207313,3
user_118,256381,4
user_118,lamb-ragu,3
user_118,203283,4
user_118,129885,3
user_119,168173,3
user_119,300102,3
user_119,165717,4
user_119,231803,3
user_119,230712,4
user_119,238998,4
user_119,293426,3
user_119,106726,3
user_119,30188,4
user_120,100569,4
user_120,148307,3
user_120,77541,3
user_120,32467,3
user_121,cheesy-pasta-bake,4
user_121,moroccan-style-steak-salad,3
user_121,170793,3
user_121,32966,4
user_121,63446,4
user_121,118538,4
user_121,296334,4
user_121,175214,4
user_121,203502,4
user_122,18054,4
user_122,19393,3
user_122,49240,4
user_122,300832,3
user_122,239904,4
user_122,183714,3
user_122,300196,4
user_122,48670,3
user_123,celebration-salmon,3
user_123,20852,4
user_123,caribbean-veg-curry-with-fresh-roti,3
user_124,240204,4
user_124,114183,3
user_124,14428,3
user_124,233443,3
user_124,187979,3
user_125,255915,4
user_125,213008,4
user_125,114993,4
user_126,191094,3
user_126,288495,4
user_126,166422,3
user_126,256914,4
user_126,257461,3
user_126,226235,3
user_126,300306,4
user_126,281278,4
user_126,masterclass-doughnuts,3
user_127,200674,4
user_127,bircher-muesli,3
user_127,207440,4
user_127,147878,4
user_127,190188,3
user_127,160098,4
user_127,96386,3
user_127,brisket-of-beef,4
user_127,243181,4
user_128,233969,3
user_128,154729,3
user_128,179722,4
user_128,217426,4
user_128,prosecco-and-cointreau-grapes,3
user_128,157138,3
user_128,mince-pie-porridge-recipe,3
user_128,255099,4
user_129,197141,3
user_129,90864,3
user_129,250726,3
user_129,122490,3
user_130,spiced-salmon-skewers,4
user_130,97323,3
user_130,187577,3
user_130,73738,4
user_130,32926,4
user_131,15626,4
user_131,295802,3
user_131,smoked-fish-horseradish-fishcakes,3
user_131,246470,4
user_131,101695,3
user_131,264683,4
user_131,hot-dogs-with-vegetable-garden-relish,4
user_132,15533,4
user_132,297749,4
user_132,27471,4
user_133,202923,3
user_133,128864,4
user_133,298606,3
user_134,sweet-potato-bake,4
user_134,james-martin-sponge-cake,4
user_134,loukoumades-honey-doughnuts,4
user_134,chicken-herb-risotto,3
user_134,298227,3
user_135,37017,4
user_135,34304,4
user_135,140190,3
user_135,asparagus-parmesan-slice,3
user_135,147677,4
user_135,124051,4
user_135,184319,4
user_136,171043,4
user_136,halloumi-aubergine-salad,4
user_136,209864,4
user_136,77908,3
user_136,238498,3
user_136,salmon-couscous-parcels,3
user_136,21961,4
user_137,sticky-barbecue-sausages,4
user_137,32201,4
user_137,cheesy-chicken-pasta,4
user_137,73979,3
user_137,135729,3
user_137,47815,3
user_138,182351,3
user_138,250674,4
user_138,62666,3
user_138,potato-courgette-tian,3
user_139,297567,4
user_139,205154,4
user_139,homemade-cranberry-sauce,3
user_139,214091,3
user_139,97540,4
user_139,20465,3
user_140,stuffed-butternut-squash,4
user_140,289251,4
user_140,188127,3
user_140,hot-sour-soup,3
user_140,44481,4
user_140,223205,3
user_140,indulgent-and-spicy-hot-chocolate-with-red-wine,3
user_140,32095,4
user_140,178232,3
user_141,prawn-avocado-with-a-twist,3
user_141,248762,4
user_141,210767,3
user_142,260962,3
user_142,282545,3
user_142,220114,4
user_143,sea-bass-parcels,3
user_143,201096,4
user_143,chimichurri-jersey-royals,4
user_143,298563,3
user_143,224736,3
user_143,225630,3
user_143,180183,4
user_144,162760,4
user_144,186961,3
user_144,297037,3
user_144,52968,4
user_144,296611,4
user_145,summer-puddings,3
user_145,75779,3
user_145,297506,4
user_146,chickpea-pitta-salad,3
user_146,180179,3
user_146,162940,3
user_146,chicken-bacon-pearl-barley-vegetable-soup,4
user_146,pitta-bread-salad,4
user_146,97641,3
user_147,189742,4
user_147,17717,4
user_147,20243,3
user_147,183459,4
user_148,43701,4
user_148,213704,4
user_148,224350,3
user_148,93527,4
user_149,20502,3
user_149,fish-fingers-with-minted-mushy-peas-and-sweet-potato-chips,3
user_149,246380,4
user_149,168267,3
user_149,57627,3
user_149,73398,4
user_149,vegetable-curry-with-naans,4
user_150,231575,3
user_150,228619,4
user_150,62666,3
user_150,177778,3
user_150,145960,3
user_150,263934,3
user_150,114379,4
user_150,189317,3
user_151,18560,3
user_151,orange-chocolate-cheesecake,4
user_151,pear-avocado-salad,3
user_151,16885,4
user_151,pesto-crushed-chicken,3
user_151,194089,3
user_151,208332,4
user_151,239556,3
user_152,238116,4
user_152,295541,3
user_152,140133,3
user_152,31672,4
user_152,229180,3
user_152,191279,4
user_153,15524,4
user_153,turkey-meatballs-with-spaghetti,4
user_153,113990,4
user_153,171342,4
user_153,285486,3
user_154,27973,4
user_154,182748,3
user_154,131312,4
user_154,19518,4
user_154,262382,4
user_154,182277,4
user_154,191121,4
user_154,299640,3
user_154,122495,4
user_155,233529,4
user_155,59190,4
user_155,152792,4
user_155,137859,3
user_155,55847,3
user_155,20939,4
user_155,297361,3
user_155,264771,3
user_156,witches-broomsticks,4
user_156,235902,3
user_156,296343,3
user_156,gazpacho,4
user_156,83725,3
user_156,231737,4
user_156,225173,4
user_157,55187,3
user_157,151233,3
user_157,17255,4
user_157,16253,3
user_157,148063,4
user_158,295546,4
user_158,206293,4
user_158,eggs-benedict-with-parma-ham,4
user_158,black-forest-baked-alaska,3
user_159,19454,4
user_159,250108,4
user_159,warm-roasted-vegetable-chicken-pasta-salad,4
user_160,280486,4
user_160,288868,4
user_160,190330,3
user_160,152962,3
user_160,43620,4
user_160,286498,4
user_161,140309,3
user_161,208330,4
user_161,253074,3
user_161,49592,4
user_162,285985,3
user_162,258809,3
user_162,289162,3
user_162,299453,3
user_162,33331,4
user_162,172916,3
user_162,poached-egg-on-toast-with-asparagus-parcels,4
user_162,whopping-party-rings,4
user_162,296099,4
user_163,stuffed-chicken-breasts,4
user_163,223110,3
user_163,47818,3
user_163,213520,4
user_163,192048,3
user_163,172233,4
user_163,206488,4
user_163,298980,4
user_163,252912,4
user_164,72054,3
user_164,69785,4
user_164,85900,4
user_165,230336,3
user_165,243128,3
user_165,287323,3
user_165,honey-lemon-mustard-trout,4
user_165,288509,4
user_166,292035,4
user_166,137784,3
user_166,229169,4
user_166,256914,3
user_166,129883,4
user_166,253958,3
user_166,242422,3
user_166,75056,4
user_167,296260,3
user_167,14863,3
user_167,15397,4
user_167,18351,3
user_167,295333,4
user_168,181809,4
user_168,183973,4
user_168,243142,3
user_168,286696,4
user_169,158456,4
user_169,98092,3
user_169,233522,3
user_169,199301,3
user_169,300787,3
user_169,142865,3
user_169,201495,4
user_169,pork-escalopes-in-creamy-cider-sauce,4
user_169,180445,4
user_170,pork-with-caraway-crust,3
user_170,35797,3
user_170,bacon-spinach-tomato-pasta,3
user_171,133415,3
user_171,214577,4
user_171,19415,4
user_171,cornflake-clusters,4
user_171,256714,3
user_171,226983,3
user_171,247950,4
user_171,37084,3
user_171,299431,4
user_172,243271,3
user_172,179364,3
user_172,300076,3
user_172,129008,3
user_172,19328,4
user_172,253882,4
user_173,155164,3
user_173,207723,4
user_173,sausage-balls-with-pasta,3
user_173,172064,3
user_173,rich-chocolate-truffles,4
user_173,63905,3
user_173,57030,4
user_174,189388,3
user_174,209305,4
user_174,the-fully-loaded-brownie,3
user_175,stuffed-crumbed-portobellos,4
user_175,256873,3
user_175,290236,3
user_175,245752,4
user_175,300454,3
user_176,47803,3
user_176,300140,4
user_176,147975,3
user_176,232646,4
user_177,217726,4
user_177,299926,4
user_177,32094,3
user_177,63398,3
user_178,129425,3
user_178,161976,3
user_178,115215,4
user_179,188619,3
user_179,296481,4
user_179,243634,3
user_179,sticky-ribs-with-fried-rice,3
user_179,122871,4
user_179,32669,3
user_179,171065,4
user_179,297203,3
user_180,204589,3
user_180,299353,4
user_180,250892,4
user_180,125579,3
user_180,12825,3
user_181,15716,3
user_181,296886,3
user_181,138965,4
user_181,chicken-pie,4
user_182,153861,3
user_182,201863,3
user_182,297125,4
user_182,57627,3
user_182,54825,4
user_182,spicy-prawns-green-lentils,4
user_183,83076,3
user_183,13851,4
user_183,229203,4
user_184,221632,3
user_184,103910,3
user_184,185450,4
user_184,mushroom-pancetta-spinach-tarts,3
user_184,300733,4
user_185,221890,4
user_185,239776,3
user_185,264779,3
user_185,172623,3
user_185,296794,4
user_185,14374,4
user_185,49885,3
user_185,15715,4
user_186,299789,3
user_186,18120,4
user_186,sparkling-wine-jellies,3
user_186,298539,3
user_186,95150,4
user_186,296299,3
user_187,296841,4
user_187,20835,4
user_187,216423,3
user_187,237241,3
user_187,201933,4
user_187,213886,4
user_187,113093,4
user_187,coronation-turkey,3
user_187,12942,3
user_188,217192,3
user_188,fathers-day-giant-cookies,3
user_188,no-added-sugar-blueberry-doughnuts,3
user_188,98026,3
user_188,300689,3
user_188,20241,4
user_188,248754,4
user_188,277087,3
user_189,basic-buttercream,3
user_189,168138,4
user_189,chickpea-pitta-salad,4
user_189,235107,3
user_189,188008,4
user_189,234056,4
user_189,149887,3
user_189,170506,4
user_189,99642,4
user_190,22293,3
user_190,282275,4
user_190,76990,3
user_190,298267,4
user_191,283237,4
user_191,167328,3
user_191,mexican-chicken-bean-soup,4
user_191,61630,3
user_191,87073,4
user_192,73040,4
user_192,chocolate-pudding,4
user_192,37936,4
user_193,43529,3
user_193,pasta-primavera,3
user_193,cheats-paella,4
user_193,68250,4
user_193,173310,3
user_193,233520,3
user_193,300439,3
user_193,89377,4
user_193,300013,3
user_194,234286,3
user_194,41547,3
user_194,91731,3
user_195,20-minute-carbonara-with-peas,3
user_195,74362,4
user_195,258065,4
user_196,214800,3
user_196,271043,3
user_196,chickpeas,4
user_196,138539,4
user_197,233138,3
user_197,260192,3
user_197,eccles-cakes,4
user_197,lamb-cooked-in-a-salt-crust,4
user_197,259699,3
user_197,109616,4
user_197,warm-roasted-vegetable-chicken-pasta-salad,4
user_197,298914,4
user_198,298985,4
user_198,297152,3
user_198,54825,4
user_198,19923,4
user_198,crispy-cauliflower-parmesan-snack-bites,3
user_198,177535,3
user_198,29922,4
user_198,12923,3
user_198,46280,4
user_199,268089,3
user_199,300510,4
user_199,beetroot-sweet-potato-feta-cheese-salad,4
user_199,39712,3
user_199,91731,3
user_199,15482,4
user_199,290439,4
user_199,190752,4
user_199,213402,4
user_200,miguel-barclays-roasted-aloo-gobi,3
user_200,74843,4
user_200,leek-carrot-chickpea-curry,3
user_200,roasted-red-peppers-with-tomatoes,3
user_200,200554,3
user_200,181874,4
user_201,15328,4
user_201,43622,3
user_201,bucks-fizz-jelly,4
user_201,189421,4
user_201,285680,4
user_202,22809,4
user_202,93305,3
user_202,197383,3
user_203,203345,4
user_203,233390,4
user_203,61905,4
user_203,149060,4
user_203,148147,4
user_203,72251,4
user_203,leftover-bolognese-quesadilla,3
user_204,66294,4
user_204,299911,3
user_204,134043,3
user_204,98403,3
user_204,fish-tomato-bake,4
user_205,105293,4
user_205,carrot-pineapple-hazelnut-slaw,4
user_205,285617,3
user_206,116510,3
user_206,93261,3
user_206,aubergine-mushroom-pate,3
user_206,296454,4
user_207,206365,3
user_207,272302,4
user_207,225587,4
user_207,14174,4
user_207,49871,3
user_207,69341,4
user_208,falafel-wraps-with-sweet-potato-wedges,4
user_208,299253,3
user_208,18054,4
user_208,32564,3
user_208,142889,4
user_209,233888,4
user_209,crushed-potatoes-with-chives,4
user_209,298980,3
user_209,142449,4
user_209,260402,4
user_209,202825,4
user_210,broccoli-cheese-soup,3
user_210,mackerel-with-rhubarb-salsa,4
user_210,218791,3
user_210,23683,3
user_210,184432,4
user_211,14055,3
user_211,164290,4
user_211,196465,3
user_211,128596,3
user_211,18926,4
user_211,111068,3
user_212,106909,4
user_212,291333,3
user_212,221559,4
user_212,241484,4
user_212,28588,4
user_212,44347,4
user_212,118088,3
user_212,211990,3
user_213,209904,4
user_213,300167,4
user_213,271668,3
user_213,falafel,3
user_213,140133,4
user_213,17213,4
user_213,raspberry-dark-chocolate-cupcakes,4
user_213,211032,3
user_214,209461,4
user_214,245219,4
user_214,14984,4
user_215,114678,3
user_215,basic-20cm-round-madeira-cake,3
user_215,plum-jam,3
user_215,272813,3
user_216,163306,3
user_216,299530,4
user_216,74624,3
user_216,296097,3
user_216,97236,4
user_216,88850,4
user_216,orange-semolina-cake,3
user_216,191817,4
user_216,295375,4
user_217,89634,3
user_217,274817,4
user_217,273527,4
user_217,18782,4
user_217,245636,4
user_217,46460,3
user_217,141671,3
user_217,96340,4
user_218,133241,3
user_218,108655,4
user_218,219726,3
